,UniProtID,proteinNames,txt_subunit,geneNames
910,B5GNB7,['Transketolase A subunit'],Homodimer.,[]
911,B5GNB6,['Putative transketolase'],Homodimer.,[]
912,B5GT03,['Thymidine phosphorylase'],Homodimer.,"['deoA', 'SCLAV_3797']"
913,E2QA06,"['Flavin-dependent thymidylate synthase', 'FDTS', 'FAD-dependent thymidylate synthase', 'Thymidylate synthase ThyX']",Homotetramer.,"['thyX', 'thyX2', 'SCLAV_4633']"
914,E2Q8W8,['Thiamine-monophosphate kinase'],Homotetramer.,"['thiL', 'SCLAV_4511']"
915,E2PZT9,['Thiamine-phosphate synthase'],Homotetramer.,"['thiE', 'SCLAV_1319']"
916,E2PYK2,['Triosephosphate isomerase'],Homodimer.,"['tpiA', 'SCLAV_1146']"
917,E2PZ87,['Thioredoxin reductase'],Homodimer.,[]
918,B5GX94,['Thioredoxin reductase'],Homodimer.,"['trxB', 'SCLAV_2898']"
919,B5GNY9,['Putative trehalose-6-phosphate synthase'],Homodimer.,"['otsA', 'SCLAV_3252']"
920,E2PZL4,['Tryptophan synthase beta chain'],Tetramer of two alpha and two beta chains.,"['trpB', 'SCLAV_1244']"
921,E2PZL3,['Tryptophan synthase alpha chain'],Tetramer of two alpha and two beta chains.,"['trpA', 'SCLAV_1243']"
922,D5SKN8,['3-hydroxyisobutyrate dehydrogenase'],Tetramer of two alpha and two beta chains.,"['mmsB2', 'SCLAV_p0994']"
923,E2PZS0,"['UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase', 'Meso-A2pm-adding enzyme', 'Meso-diaminopimelate-adding enzyme', 'UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase', 'UDP-MurNAc-tripeptide synthetase', 'UDP-N-acetylmuramyl-tripeptide synthetase']",Tetramer of two alpha and two beta chains.,"['murE', 'SCLAV_1300']"
924,E2Q9G2,['Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT'],Forms a heterodimer with GatD.,"['murT', 'SCLAV_0506']"
925,E2PWL2,['Putative membrane protein'],Forms a heterodimer with GatD.,[]
926,B5GMF5,['Pleiotropic regulatory protein'],Forms a heterodimer with GatD.,"['degT', 'SCLAV_p0974']"
927,E2Q859,['UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)'],Forms a heterodimer with GatD.,[]
928,B5GUU2,"['UDP-N-acetylglucosamine 1-carboxyvinyltransferase', 'Enoylpyruvate transferase', 'UDP-N-acetylglucosamine enolpyruvyl transferase']",Forms a heterodimer with GatD.,[]
929,B5GSJ6,"['UDP-N-acetylglucosamine 1-carboxyvinyltransferase', 'Enoylpyruvate transferase', 'UDP-N-acetylglucosamine enolpyruvyl transferase', 'EPT']",Forms a heterodimer with GatD.,"['murA', 'SCLAV_2064']"
930,B5GXP7,['UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase'],Forms a heterodimer with GatD.,"['murG', 'SCLAV_1295']"
931,B5GXP5,"['UDP-N-acetylmuramoylalanine--D-glutamate ligase', 'D-glutamic acid-adding enzyme', 'UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase']",Forms a heterodimer with GatD.,"['murD', 'SCLAV_1297']"
932,E2PVV1,['UDP-N-acetylmuramate--L-alanine ligase'],Forms a heterodimer with GatD.,"['murC', 'SCLAV_4868']"
933,E2Q2A4,['UDP-N-acetylenolpyruvoylglucosamine reductase'],Forms a heterodimer with GatD.,"['murB', 'murB2', 'SCLAV_3620']"
934,E2PU31,"['Undecaprenyl-diphosphatase', 'Bacitracin resistance protein', 'Undecaprenyl pyrophosphate phosphatase']",Forms a heterodimer with GatD.,"['uppP', 'SCLAV_0574']"
935,E2Q325,['Isoprenyl transferase'],Homodimer.,"['uppS1', 'SCLAV_1703']"
936,E2Q2L3,['Putative epimerase/dehydratase'],Homodimer.,[]
937,B5GL42,"['UDP-glucose 4-epimerase', 'Galactowaldenase', 'UDP-galactose 4-epimerase']",Homodimer.,[]
938,E2Q7L9,['NAD-dependent epimerase/dehydratase'],Homodimer.,[]
939,E2Q7C2,['UDP-glucose 4-epimerase'],Homodimer.,"['galE', 'SCLAV_2255']"
940,B5GZE8,['GDP-mannose 6-dehydrogenase'],Homodimer.,[]
941,B5GYV5,['UDP-glucose/GDP-mannose dehydrogenase'],Homodimer.,[]
942,B5GTI1,['Nucleotide sugar dehydrogenase'],Homodimer.,[]
943,B5GXU5,['UDP-glucose 6-dehydrogenase'],Homodimer.,[]
944,B5H0K1,['Bifunctional polymyxin resistance ArnA protein'],Homodimer.,[]
945,B5GZH0,['Amino-transferase'],Homodimer.,[]
946,B5GXP3,['UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase'],Homodimer.,"['murF', 'SCLAV_1299']"
947,E2Q916,"['Uridylate kinase', 'UK']",Homohexamer.,"['pyrH', 'SCLAV_4558']"
948,E2PZZ6,['Sugar transferase'],Homohexamer.,[]
949,E2PVT2,['Uroporphyrinogen decarboxylase'],Homodimer.,"['hemE', 'SCLAV_4849']"
950,B5GUB0,"['Uracil phosphoribosyltransferase', 'UMP pyrophosphorylase', 'UPRTase']",Homodimer.,"['upp', 'SCLAV_3039']"
951,B5GWZ9,['Bifunctional protein PyrR'],Homodimer.,"['pyrR', 'SCLAV_0717']"
952,B5H1C5,['Uracyl permease'],Homodimer.,"['pyrP', 'SCLAV_0686']"
953,E2PWZ1,['Permease'],Homodimer.,[]
954,B5GZR8,"['Urocanate hydratase', 'Urocanase']",Homodimer.,"['hutU', 'SCLAV_2182']"
955,E2Q813,['Urease subunit alpha'],"May form a heterohexamer of 3 UreC (alpha) and 3 UreAB (gamma/beta) subunits. May also form a heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureC', 'SCLAV_4474']"
956,E2Q812,['Urease subunit gamma/beta'],Heterohexamer of 3 UreC (alpha) and 3 UreAB (gamma/beta) subunits.,"['ureAB', 'SCLAV_4473']"
957,E2Q9I0,['Urease subunit gamma'],"Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureA', 'SCLAV_0524']"
958,E2Q9H9,['Urease subunit beta'],"Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureB', 'SCLAV_0523']"
959,E2Q9H8,['Urease subunit alpha'],"May form a heterohexamer of 3 UreC (alpha) and 3 UreAB (gamma/beta) subunits. May also form a heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureC', 'ureC2', 'SCLAV_0522']"
960,E2Q9H6,['Urease accessory protein UreG'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['ureG', 'SCLAV_0520']"
961,E2PU88,['Putative glycerol uptake facilitator protein'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['glpF1', 'SCLAV_0631']"
962,B5GUV8,['Xylose transport system permease protein XylH'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
963,B5H2Y3,['Putative sugar kinase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
964,E2Q3Q8,"['Carbohydrate kinase, FGGY']","Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
965,B5GQH7,['Putative sugar kinase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
966,B5GNA7,['Carbohydrate kinase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
967,E2Q323,['Metal transport ABC transporter'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
968,E2Q321,['Putative metal transport ABC transporter substrate-binding protein'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
969,E2PWJ7,['Clavaminate synthase 1'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['cas1', 'SCLAV_2925']"
970,B5GLC8,['Proclavaminate amidinohydrolase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['pah2', 'SCLAV_4195']"
971,B5GLD3,['Clavaldehyde dehydrogenase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['car', 'SCLAV_4190']"
972,E2Q5R1,['N-5-amino-5-carboxypentanoyl-L-cysteinyl-D-valine synthase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['pcbAB', 'SCLAV_4200']"
973,E2Q5R0,['Isopenicillin N synthase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['pcbC', 'SCLAV_4199']"
974,B5GZ77,"['Peptidase C45, acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase']","Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
975,E2Q7I8,['Penicillin acylase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
976,B5GLB0,['Deacetoxycephalosporin C synthetase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['cefE', 'SCLAV_4211']"
977,B5GLB5,['Deacetoxycephalosporin C hydroxylase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['cefF', 'SCLAV_4206']"
978,E2Q1L9,['Esterase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
979,B5GZH3,"[""3'-hydroxymethylcephem-O-carbamoyltransferase""]","Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[]
980,B5GLB3,['Cephalosporin hydroxylase CmcI'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['cmcI', 'SCLAV_4208']"
981,B5GV83,['Phosphoglycerate mutase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['gpmA1', 'SCLAV_1867']"
982,B5GKZ8,['Pyruvate kinase'],Homotetramer.,[]
983,E2Q0G5,['Pyruvate phosphate dikinase'],Homotetramer.,[]
984,B5GP42,['L-asparaginase II'],Homotetramer.,[]
985,B5GYL6,['cysteine desulfurase'],Homotetramer.,[]
986,E2PU47,['Dipeptidyl aminopeptidase/acylaminoacyl peptidase'],Homotetramer.,[]
987,E2PZ02,['Diguanylate cyclase'],Homotetramer.,[]
988,D5SLJ4,['Fatty acid-CoA ligase'],Homotetramer.,[]
989,B5GNI3,['Long-chain-fatty-acid--CoA ligase'],Homotetramer.,[]
990,B5H260,['Acyltransferase'],Homotetramer.,[]
991,E2Q8W4,['Acyltransferase'],Homotetramer.,[]
992,E2Q842,['Glycerophosphoryl diester phosphodiesterase'],Homotetramer.,"['glpQ1', 'SCLAV_0298']"
993,B5H1A9,['Uridine kinase'],Homotetramer.,[]
994,D5SHW8,['Methylisocitrate lyase'],Homotetramer.,[]
995,D5SLP1,['Enediyne Polyketide synthase'],Homotetramer.,[]
996,Q9X5G6,['Putative ribulose-5-phosphate epimerase'],Homotetramer.,"['cvm2', 'SCLAV_2927']"
997,B5GYL7,['SUF system FeS assembly protein'],Homotetramer.,[]
998,E2Q0R3,['Iron-sulfur cluster assembly accessory protein'],Homotetramer.,[]
999,D5SHX5,['cysteine desulfurase'],Homotetramer.,[]
1000,D5SM15,['Serine acetyltransferase'],Homotetramer.,"['cysE', 'SCLAV_p1476']"
1001,E2Q5F5,['Putative sugar transporter sugar binding protein'],Homotetramer.,"['dasA', 'SCLAV_4094']"
1002,E2Q5Q3,"['ABC-type dipeptide transport system, periplasmic component']",Homotetramer.,"['oppA1', 'SCLAV_4192']"
1003,E2PUS3,['Chloride channel core'],Homotetramer.,[]
1004,B5H374,['Amino acid ABC transporter ATP-binding protein'],Homotetramer.,[]
1005,B5GS55,['Amino acid permease'],Homotetramer.,[]
1006,E2PUU5,['Amino acid permease'],Homotetramer.,[]
1007,D5SLZ9,['Amino acid permease'],Homotetramer.,[]
1008,B5GQF7,['Amino acid transporter'],Homotetramer.,[]
1009,B5GXG2,['Putative amino acid permease'],Homotetramer.,[]
1010,D5SLB0,['Amino acid permease'],Homotetramer.,[]
1011,B5H1R6,['Ion transporting ATPase'],Homotetramer.,[]
1012,E2PWD5,['Putative ion transport protein'],Homotetramer.,[]
1013,E2Q6Z6,['Ionic transporter'],Homotetramer.,"['chaA', 'SCLAV_0167']"
1014,E2Q1F6,"['Potassium-transporting ATPase ATP-binding subunit', 'ATP phosphohydrolase [potassium-transporting] B chain', 'Potassium-binding and translocating subunit B', 'Potassium-translocating ATPase B chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpB', 'kdpB4', 'SCLAV_5515']"
1015,D5SLL5,"['Potassium-transporting ATPase ATP-binding subunit', 'ATP phosphohydrolase [potassium-transporting] B chain', 'Potassium-binding and translocating subunit B', 'Potassium-translocating ATPase B chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpB', 'SCLAV_p1322']"
1016,E2PYB1,['Choline/carnitine/betaine transporter family protein'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[]
1017,B5GUN8,['Carbohydrate ABC transporter'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[]
1018,E2QA99,['Putative ABC transporter ATP-binding protein'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[]
1019,B5GYA9,['Glutamate transporter permease'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['gluC', 'SCLAV_4661']"
1020,E2Q968,['Peptide transport system permease'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[]
1021,B5GVU9,['2-methylcitrate dehydratase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[]
1022,D5SKY4,['Putative kinase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[]
1023,E2Q3T6,['Kinase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[]
1024,B5GNW4,"['N-acetylmuramic acid 6-phosphate etherase', 'MurNAc-6-P etherase', 'N-acetylmuramic acid 6-phosphate hydrolase', 'N-acetylmuramic acid 6-phosphate lyase']",Homodimer.,"['murQ', 'SCLAV_3276']"
1025,B5GMB4,['3-hydroxyisobutyryl-CoA hydrolase'],Homodimer.,[]
1026,B5GQC8,['Putative sugar hydrolase'],Homodimer.,[]
1027,E2Q590,['beta-N-acetylhexosaminidase'],Homodimer.,[]
1028,B5GNY4,['Sugar kinase'],Homodimer.,[]
1029,E2Q9I7,['Biotin synthase'],Homodimer.,"['bioB', 'SCLAV_0531']"
1030,B5GLJ1,"['dTDP-glucose 4,6-dehydratase']",Homodimer.,[]
1031,B5GT29,['5-carboxymethyl-2-hydroxymuconate delta-isomerase'],Homodimer.,[]
1032,E2Q5H0,['Dihydrofolate reductase'],Homodimer.,[]
1033,B5GMY2,['Dihydrofolate reductase'],Homodimer.,[]
1034,E2PZV9,"['Futalosine hydrolase', 'FL hydrolase', 'Futalosine nucleosidase', 'Menaquinone biosynthetic enzyme MqnB']",Homodimer.,"['mqnB', 'SCLAV_3307']"
1035,E2Q9X6,['dolichyl-phosphate beta-glucosyltransferase'],Homodimer.,[]
1036,E2Q8V5,['Glutamate--tRNA ligase'],Monomer.,"['gltX', 'gltX2', 'SCLAV_4498']"
1037,E2Q0L6,"['Type III PKS, putative chalcone synthase']",Homodimer.,"['rppA', 'SCLAV_5492']"
1038,E2Q6A8,['Dipeptidase'],Homodimer.,[]
1039,E2Q4W4,['Peptidase'],Homodimer.,[]
1040,E2Q6E9,['Putative secreted protein'],Homodimer.,[]
1041,B5H3K8,['Putative CoA transferase beta subunit'],Homodimer.,[]
1042,D5SKL2,"['Beta-1,4-galactosyltransferase']",Homodimer.,[]
1043,B5GPU5,['Polyprenol-phosphate-mannose--protein mannosyltransferase'],Homodimer.,[]
1044,E2PZX2,"[""RNA 2',3'-cyclic phosphodiesterase"", ""RNA 2',3'-CPDase""]",Homodimer.,[]
1045,B5GKZ5,['ATP-dependent 6-phosphofructokinase'],Homodimer or homotetramer.,"['pfkA', 'SCLAV_4332']"
1046,B5GRU0,['Phosphatidylserine decarboxylase proenzyme'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,"['psd', 'SCLAV_5055']"
1047,B5GNF8,['Uncharacterized protein'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[]
1048,B5GZM2,['Putative hydrolase'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[]
1049,B5GRN0,['Uricase'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[]
1050,E2PY28,['Xylose isomerase-like enzyme'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[]
1051,E2Q7N5,['Xylose isomerase domain-containing protein'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[]
